"_id","Al","B","C","Co","Cr","Fe","Hf","Mo","Nb+Ta","Ni","Pt","Re","Si","Ta","Ti","W","Y","Zr","低温施加载荷/工作能力（应力乘以变形应变）","低温施加载荷/温度","力学性能/应变","加压/压强","加热/温度","固溶处理油淬/时间","固溶处理油淬/温度","均匀化处理/时间","均匀化处理/温度","备注","应变测试/冲击速率","应变测试/应变位置","应变测试/径向位置","应变测试/时间","应变测试/长轴位置","持续时间/持续时间","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效处理/时间","时效处理/温度","时效处理/空冷","时效处理空冷/时间","时效处理空冷/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","样品尺寸/模锻前RCS齿轮直径","样品尺寸/模锻后RCS齿轮直径","模锻/模锻","热加工/应变速率","热加工/时间","热加工/温度","热加工前处理/时间","热加工前处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","第一次轧制/温度","第二次轧制/温度","等温蠕变实验/压力","等温蠕变实验/温度","等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","蠕变测试/初始压力","蠕变测试/初始温度","蠕变测试/时间","蠕变测试/测试温度","非等温蠕变实验/第一段时间","非等温蠕变实验/第一段温度","非等温蠕变实验/第三段时间","非等温蠕变实验/第三段温度","非等温蠕变实验/第二段时间","非等温蠕变实验/第二段温度","非等温蠕变实验/第四段时间","非等温蠕变实验/第四段温度","非等温蠕变实验/蠕变寿命","非等温蠕变实验/蠕变寿命/参考寿命","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/10min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/11min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/12min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/13min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/14min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/15min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/16min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/17min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/18min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/19min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/20min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/21min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/22min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/23min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/24min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/25min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/26min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/27min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/28min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/29min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/2min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/30min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/31min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/32min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/33min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/34min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/35min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/3min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/4min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/5min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/6min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/7min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/8min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/9min）"
"ObjectId(""5b4d5602e6b1a819a85d9eab"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.13E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","55.5666003976143100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5607e6b1a819a85d9ead"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"9.97E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","54.5328031809145100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d560ce6b1a819a85d9eaf"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"8.64E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","53.3697813121272100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5614e6b1a819a85d9eb1"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.65E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","47.1669980119284100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5619e6b1a819a85d9eb3"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"5.98E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","50.6560636182903100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d561de6b1a819a85d9eb5"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.59E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","61.6401590457256100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5622e6b1a819a85d9eb7"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.98E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","63.9662027833002100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5627e6b1a819a85d9eb9"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.53E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","58.0218687872763100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d562ce6b1a819a85d9ebb"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"7.31E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","52.20675944334100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5631e6b1a819a85d9ebd"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.19E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","63.5785288270378100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d563be6b1a819a85d9ebf"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.32E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","35.6660039761431100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5640e6b1a819a85d9ec1"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.65E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","45.8747514910537100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5645e6b1a819a85d9ec3"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","43.4194831013916100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5649e6b1a819a85d9ec5"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","19.1252485089463100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d564ee6b1a819a85d9ec7"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","13.5685884691849100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5653e6b1a819a85d9ec9"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","11.8886679920477100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5658e6b1a819a85d9ecb"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.32E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","33.0815109343936100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d565de6b1a819a85d9ecd"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.32E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","38.1212723658052100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5662e6b1a819a85d9ecf"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","22.0974155069582100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5667e6b1a819a85d9ed1"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","16.6699801192843100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d566ce6b1a819a85d9ed3"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.66E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","30.3677932405567100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5671e6b1a819a85d9ed5"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.32E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","40.8349900596422100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5679e6b1a819a85d9ed7"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.32E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","27.3956262425447100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d567de6b1a819a85d9ed9"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.66E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","23.7773359840954100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d5682e6b1a819a85d9edb"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.66E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","25.5864811133201100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d568ce6b1a819a85d9edd"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.99E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120Mpa","1050℃","6.59045725646123100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
