"/温度","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","Nb","Ni","Re","Si","Ta","Ti","W","Zr","保温/保温时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷","冷却/空冷","力学性能/抗拉强度","固溶/固溶温度","固溶处理/时间","固溶处理/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","备注","拉伸实验/测试温度","拉伸测试/变形量","拉伸测试/应变速率","拉伸测试/测试温度","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/第一次时效时间","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效处理/时间","时效处理/温度","材料牌号","棒料拉伸测试/温度","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压/压力","热等静压/时间","热等静压/温度","热轧/热轧时间","热轧/热轧温度","片料拉伸测试/温度","直径/坯料直径","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","试样放置于高温/时间","试样放置于高温/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量"
,"ObjectId(""5b4d1954e6b1a819a85d87b7"")","6","0.013","0.13wt.%",,"10","8",,,,"6","4.42391","Balance",,,,"1",,"0.08",,,,,,"997.72Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1959e6b1a819a85d87b9"")","6","0.013","0.13wt.%",,"10","8",,,,"6","3.80435","Balance",,,,"1",,"0.08",,,,,,"1000.62Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d195ee6b1a819a85d87bb"")","6","0.013","0.13wt.%",,"10","8",,,,"6","2.68478","Balance",,,,"1",,"0.08",,,,,,"989.629Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1962e6b1a819a85d87bd"")","6","0.013","0.13wt.%",,"10","8",,,,"6","3.08696","Balance",,,,"1",,"0.08",,,,,,"995.094Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1971e6b1a819a85d87c3"")","6","0.013","0.13wt.%",,"10","8",,,,"6","4.21739","Balance",,,,"1",,"0.08",,,,,,"999.728Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1980e6b1a819a85d87c7"")","6","0.013","0.13wt.%",,"10","8",,,,"6","1.94565","Balance",,,,"1",,"0.08",,,,,,"959.315Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1985e6b1a819a85d87c9"")","6","0.013","0.13wt.%",,"10","8",,,,"6","2.13043","Balance",,,,"1",,"0.08",,,,,,"973.143Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d198ae6b1a819a85d87cb"")","6","0.013","0.13wt.%",,"10","8",,,,"6","1.36957","Balance",,,,"1",,"0.08",,,,,,"921.165Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d198ee6b1a819a85d87cd"")","6","0.013","0.13wt.%",,"10","8",,,,"6","2.52174","Balance",,,,"1",,"0.08",,,,,,"988.089Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1998e6b1a819a85d87d1"")","6","0.013","0.13wt.%",,"10","8",,,,"6","0.586957","Balance",,,,"1",,"0.08",,,,,,"844.399Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d199de6b1a819a85d87d3"")","6","0.013","0.13wt.%",,"10","8",,,,"6","1.07609","Balance",,,,"1",,"0.08",,,,,,"899.019Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19a2e6b1a819a85d87d5"")","6","0.013","0.13wt.%",,"10","8",,,,"6","0.0434783","Balance",,,,"1",,"0.08",,,,,,"780.933Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19a7e6b1a819a85d87d7"")","6","0.013","0.13wt.%",,"10","8",,,,"6","0.73913","Balance",,,,"1",,"0.08",,,,,,"864.795Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19ace6b1a819a85d87d9"")","6","0.013","0.13wt.%",,"10","8",,,,"6","0.847826","Balance",,,,"1",,"0.08",,,,,,"876.238Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19b0e6b1a819a85d87db"")","6","0.013","0.13wt.%",,"10","8",,,,"6","0.380435","Balance",,,,"1",,"0.08",,,,,,"830.782Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19b5e6b1a819a85d87dd"")","6","0.013","0.13wt.%",,"10","8",,,,"6","0.217391","Balance",,,,"1",,"0.08",,,,,,"807.367Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19bae6b1a819a85d87df"")","6","0.013","0.13wt.%",,"10","8",,,,"6","1.75","Balance",,,,"1",,"0.08",,,,,,"948.717Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19bfe6b1a819a85d87e1"")","6","0.013","0.13wt.%",,"10","8",,,,"6","1.54348","Balance",,,,"1",,"0.08",,,,,,"935.1Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d19c4e6b1a819a85d87e3"")","6","0.013","0.13wt.%",,"10","8",,,,"6","2.33696","Balance",,,,"1",,"0.08",,,,,,"983.635Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ab8e6b1a819a85d883f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.34486","1",,"0.08",,,,,,"965.531Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1abde6b1a819a85d8841"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"2.00178","1",,"0.08",,,,,,"880.586Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ac2e6b1a819a85d8843"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"3.67874","1",,"0.08",,,,,,"942.472Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ac7e6b1a819a85d8845"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"3.15288","1",,"0.08",,,,,,"921.712Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ad0e6b1a819a85d8849"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"3.86216","1",,"0.08",,,,,,"953.17Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ad5e6b1a819a85d884b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"3.47657","1",,"0.08",,,,,,"934.707Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1adae6b1a819a85d884d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"2.62816","1",,"0.08",,,,,,"903.803Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1adfe6b1a819a85d884f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"2.32661","1",,"0.08",,,,,,"896.434Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ae4e6b1a819a85d8851"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"1.75987","1",,"0.08",,,,,,"872.979Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1ae9e6b1a819a85d8853"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"0.830811","1",,"0.08",,,,,,"839.54Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1aede6b1a819a85d8855"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.16257","1",,"0.08",,,,,,"957.686Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1af2e6b1a819a85d8857"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"1.47706","1",,"0.08",,,,,,"862.678Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1af7e6b1a819a85d8859"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"2.81045","1",,"0.08",,,,,,"911.648Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1b06e6b1a819a85d885d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"0.0187401","1",,"0.08",,,,,,"799.921Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d3069e6b1a819a85d9073"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,"bal",,,,"4.4",,"0.06",,,,"  ",,"1401.00Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,"16h","760℃",,,"MERL76",,,,,,,,,,"2h","1168℃",,,,"103Mpa","3h","704℃",,,,,,,,,,,,,,,,
,"ObjectId(""5b4d3078e6b1a819a85d9079"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,"bal",,,,"4.4",,"0.06",,,,,"  ","1426.00Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,"16h","788℃",,,"MERL76",,,,,,,,,,"24h","649℃",,,,"103Mpa","3h","704℃",,,,,,,,,,,,,,,,
,"ObjectId(""5b4d3093e6b1a819a85d9083"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,"bal",,,,"4.4",,"0.06",,,,,"  ","1379.00Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,"16h","788℃",,,"MERL76",,,,,,,,,,"8h","760℃",,,,"103Mpa","3h","704℃",,,,,,,,,,,,,,,,
,"ObjectId(""5b4d3098e6b1a819a85d9085"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,"bal",,,,"4.4",,"0.06",,,,"  ",,"1410.00Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,"8h","760℃",,,"MERL76",,,,,,,,,,"2h","1168℃",,,,"103Mpa","3h","704℃",,,,,,,,,,,,,,,,
,"ObjectId(""5b4d30ace6b1a819a85d908d"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,"bal",,,,"4.4",,"0.06",,,,,"  ","1411.00Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,"48h","788℃",,,"MERL76",,,,,,,,,,"8h","760℃",,,,"103Mpa","3h","704℃",,,,,,,,,,,,,,,,
,"ObjectId(""5b4d30b1e6b1a819a85d908f"")","5.0","0.02","0.02","1.4","18.5","12.5",,"0.4",,"3.2",,"bal",,,,"4.4",,"0.06",,,,,"  ","1361.00Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08",,,,,"16h","788℃",,,"MERL76",,,,,,,,,,"24h","649℃",,,,"103Mpa","3h","704℃",,,,,,,,,,,,,,,,
,"ObjectId(""5b4d58b8e6b1a819a85d9fb1"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,"balance",,,,"4.8","1.3","0.03","4h","700℃","760℃",,,"658.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-57.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d58c2e6b1a819a85d9fb5"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,"balance",,,,"4.8","1.3","0.03","4h","25℃","760℃",,,"1467.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-54.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d58cbe6b1a819a85d9fb9"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,"balance",,,,"4.8","1.3","0.03","4h","750℃","760℃",,,"395.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-59.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d58d0e6b1a819a85d9fbb"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,"balance",,,,"4.8","1.3","0.03","4h","650℃","760℃",,,"937.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-56.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d58d5e6b1a819a85d9fbd"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,"balance",,,,"4.8","1.3","0.03","4h","400℃","760℃",,,"1340.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-55.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d58dfe6b1a819a85d9fc1"")","2.4","0.02","0.03",,"14.8","16.3wt.%",,,,"3.1",,"balance",,,,"4.8","1.3","0.03","4h","725℃","760℃",,,"512.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-58.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"U720Li",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
