"_id","Al","B","C","Co","Cr","Mn","Mo","Nb","Ni","Re","Ru","Si","Ta","Ti","W","Y","Zr","力学性能/持久寿命","固溶/时间","固溶/温度","固溶处理油淬/时间","固溶处理油淬/温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/力","应力破裂测试/温度","持久测试/应力","持久测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","材料牌号","热轧/厚度","热轧/温度","真空热挤/挤压率","真空热挤/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/时间","第2步热处理/温度","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次轧制/温度","第二次轧制/温度","蠕变测试/拉应力","蠕变测试/温度","试样放置于高温/时间","试样放置于高温/温度"
"ObjectId(""5b4d9abee6b1a815d464f8b8"")","1","0.0005","0.08wt.%","0","20","0.5","9",,"balance",,,"0.1","3",,"9","0.05","0.05","37.5h","1h","1260℃",,,,,"",,,"21Mpa","1095℃","Whelan E P. Cobalt-Free Nickel-Base Wrought Superalloys[C]// Superalloys. 1980:53-62.","10.11961/mater0203.MGI.20171221.ds.0002","尹海清","摘录","邓正华","2018-01-08",,,,,"NiCMnSiCrCoMoWTaAlYBZr","1.5mm","1205℃","25%","1150℃",,,,,,,,,,,,,,
"ObjectId(""5b4d9e6ee6b1a815d464fa20"")","1.35","0.004","0.036wt.%","13.2","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","89.3033h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9ea4e6b1a815d464fa34"")","1.35","0.004","0.031wt.%","12.4","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","99.7238h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9eb7e6b1a815d464fa3c"")","1.35","0.004","0.036wt.%","13.2","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","110.488h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9ec6e6b1a815d464fa42"")","1.32","0.003","0.035wt.%","10","19.4",,"4.02",,"balance",,,,,"3.05",,,"0.06","83.401h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9ed5e6b1a815d464fa48"")","1.33","0.003","0.036wt.%","8.1","19.3",,"3.99",,"balance",,,,,"3.01",,,"0.06","85.5059h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9edae6b1a815d464fa4a"")","1.32","0.003","0.035wt.%","10","19.4",,"4.02",,"balance",,,,,"3.05",,,"0.06","63.4449h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9edee6b1a815d464fa4c"")","1.35","0.004","0.031wt.%","12.4","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","107.706h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9ee3e6b1a815d464fa4e"")","1.33","0.003","0.036wt.%","8.1","19.3",,"3.99",,"balance",,,,,"3.01",,,"0.06","78.4445h",,,"4h","1010℃","24h","1190℃","",,,"293Mpa","816℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f3be6b1a815d464fa6e"")","1.35","0.004","0.031wt.%","12.4","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","71.9653h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f40e6b1a815d464fa70"")","1.42","0.003","0.027wt.%","13.1","19.7",,"4.04",,"balance",,,,,"3.09",,,"0.06","38.4853h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f4ae6b1a815d464fa74"")","1.37","0.001","0.026wt.%","3.5","19.6",,"3.93",,"balance",,,,,"3",,,"0.06","24.1845h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f4fe6b1a815d464fa76"")","1.37","0.001","0.028wt.%","0.01","19.5",,"3.9",,"balance",,,,,"3.02",,,"0.06","14.9681h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f54e6b1a815d464fa78"")","1.37","0.001","0.028wt.%","0.01","19.5",,"3.9",,"balance",,,,,"3.02",,,"0.06","18.8435h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f58e6b1a815d464fa7a"")","1.32","0.003","0.035wt.%","10","19.4",,"4.02",,"balance",,,,,"3.05",,,"0.06","59.1813h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f5de6b1a815d464fa7c"")","1.37","0.001","0.026wt.%","3.5","19.6",,"3.93",,"balance",,,,,"3",,,"0.06","21.1389h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f62e6b1a815d464fa7e"")","1.37","0.002","0.025wt.%","7.8","19.6",,"3.99",,"balance",,,,,"3.04",,,"0.06","38.1049h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f67e6b1a815d464fa80"")","1.32","0.003","0.035wt.%","10","19.4",,"4.02",,"balance",,,,,"3.05",,,"0.06","48.9399h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f6ce6b1a815d464fa82"")","1.37","0.002","0.025wt.%","7.8","19.6",,"3.99",,"balance",,,,,"3.04",,,"0.06","35.3362h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f71e6b1a815d464fa84"")","1.42","0.003","0.027wt.%","13.1","19.7",,"4.04",,"balance",,,,,"3.09",,,"0.06","50.9412h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f76e6b1a815d464fa86"")","1.35","0.004","0.031wt.%","12.4","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","67.5369h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f7be6b1a815d464fa88"")","1.35","0.004","0.036wt.%","13.2","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","65.8891h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f80e6b1a815d464fa8a"")","1.35","0.004","0.036wt.%","13.2","19.4",,"4.05",,"balance",,,,,"3.07",,,"0.06","72.8106h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f8ae6b1a815d464fa8c"")","1.34","0.003","0.033wt.%","5.8","18.9",,"3.92",,"balance",,,,,"2.94",,,"0.06","61.8697h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f8fe6b1a815d464fa8e"")","1.37","0.001","0.04wt.%","0.01","19.5",,"3.9",,"balance",,,,,"3.02",,,"0.06","17.1826h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f96e6b1a815d464fa90"")","1.33","0.003","0.036wt.%","8.1","19.3",,"3.99",,"balance",,,,,"3.01",,,"0.06","45.3014h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9f9be6b1a815d464fa92"")","1.34","0.001","0.035wt.%","1.3","19.2",,"3.95",,"balance",,,,,"3.01",,,"0.06","29.4028h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9fafe6b1a815d464fa9a"")","1.37","0.001","0.04wt.%","0.01","19.5",,"3.9",,"balance",,,,,"3.02",,,"0.06","8.60143h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9fb3e6b1a815d464fa9c"")","1.33","0.003","0.036wt.%","8.1","19.3",,"3.99",,"balance",,,,,"3.01",,,"0.06","54.713h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9fb8e6b1a815d464fa9e"")","1.34","0.001","0.035wt.%","1.3","19.2",,"3.95",,"balance",,,,,"3.01",,,"0.06","24.144h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9fbde6b1a815d464faa0"")","1.36","0.001","0.038wt.%","3.6","19.5",,"3.93",,"balance",,,,,"3.02",,,"0.06","30.2738h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9fc2e6b1a815d464faa2"")","1.34","0.003","0.033wt.%","5.8","18.9",,"3.92",,"balance",,,,,"2.94",,,"0.06","31.6977h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
"ObjectId(""5b4d9fc7e6b1a815d464faa4"")","1.36","0.001","0.038wt.%","3.6","19.5",,"3.93",,"balance",,,,,"3.02",,,"0.06","27.505h",,,"4h","1010℃","24h","1190℃","",,,"551Mpa","732℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08","4h","847℃","16h","760℃","Waspaloy",,,,,,,,,,,,,"1150℃","1093℃",,,,
